0,27 23,27
39,27 53,27
57,27 65,27
81,27 92,27
96,27 104,27
108,27 125,27
129,27 137,27
141,27 149,27
0,28 23,28
39,28 53,28
57,28 65,28
81,28 92,28
96,28 104,28
108,28 125,28
129,28 137,28
141,28 149,28
0,29 23,29
39,29 53,29
57,29 65,29
81,29 92,29
96,29 104,29
108,29 125,29
129,29 137,29
141,29 149,29
0,30 35,30
39,30 53,30
57,30 77,30
81,30 92,30
96,30 104,30
108,30 125,30
129,30 137,30
141,30 149,30
0,31 35,31
39,31 53,31
57,31 77,31
81,31 92,31
96,31 104,31
108,31 125,31
129,31 137,31
141,31 149,31
0,32 35,32
39,32 53,32
57,32 77,32
81,32 92,32
96,32 104,32
108,32 125,32
129,32 137,32
141,32 149,32
0,33 11,33
27,33 35,33
39,33 53,33
57,33 77,33
81,33 92,33
96,33 104,33
108,33 125,33
129,33 137,33
141,33 149,33
0,34 11,34
27,34 35,34
39,34 53,34
57,34 77,34
81,34 92,34
96,34 104,34
108,34 125,34
129,34 137,34
141,34 149,34
0,35 11,35
27,35 35,35
39,35 53,35
57,35 77,35
81,35 92,35
96,35 104,35
108,35 125,35
129,35 137,35
141,35 149,35
0,36 11,36
15,36 23,36
27,36 35,36
39,36 53,36
57,36 77,36
81,36 92,36
96,36 104,36
108,36 125,36
141,36 149,36
0,37 11,37
15,37 23,37
27,37 35,37
39,37 53,37
57,37 77,37
81,37 92,37
96,37 104,37
108,37 125,37
141,37 149,37
0,38 11,38
15,38 23,38
27,38 35,38
39,38 53,38
57,38 77,38
81,38 92,38
96,38 104,38
108,38 125,38
141,38 149,38
0,39 11,39
15,39 23,39
27,39 35,39
39,39 53,39
57,39 77,39
81,39 92,39
96,39 104,39
108,39 149,39
0,40 11,40
15,40 23,40
27,40 35,40
39,40 53,40
57,40 77,40
81,40 92,40
96,40 104,40
108,40 149,40
0,41 11,41
15,41 23,41
27,41 35,41
39,41 53,41
57,41 77,41
81,41 92,41
96,41 104,41
108,41 149,41
0,42 11,42
15,42 23,42
27,42 35,42
39,42 53,42
66,42 77,42
81,42 92,42
120,42 149,42
0,43 11,43
15,43 23,43
27,43 35,43
39,43 53,43
66,43 77,43
81,43 92,43
120,43 149,43
0,44 11,44
15,44 23,44
27,44 35,44
39,44 53,44
66,44 77,44
81,44 92,44
120,44 149,44
0,45 11,45
15,45 23,45
27,45 35,45
39,45 62,45
66,45 77,45
81,45 104,45
108,45 116,45
120,45 149,45
0,46 11,46
15,46 23,46
27,46 35,46
39,46 62,46
66,46 77,46
81,46 104,46
108,46 116,46
120,46 149,46
0,47 11,47
15,47 23,47
27,47 35,47
39,47 62,47
66,47 77,47
81,47 104,47
108,47 116,47
120,47 149,47
0,48 11,48
15,48 23,48
39,48 62,48
66,48 77,48
81,48 104,48
108,48 116,48
120,48 149,48
0,49 11,49
15,49 23,49
39,49 62,49
66,49 77,49
81,49 104,49
108,49 116,49
120,49 149,49
0,50 11,50
15,50 23,50
39,50 62,50
66,50 77,50
81,50 104,50
108,50 116,50
120,50 149,50
0,51 11,51
15,51 62,51
66,51 77,51
84,51 104,51
108,51 116,51
120,51 149,51
0,52 11,52
15,52 62,52
66,52 77,52
84,52 104,52
108,52 116,52
120,52 149,52
0,53 11,53
15,53 62,53
66,53 77,53
84,53 104,53
108,53 116,53
120,53 149,53
0,54 11,54
15,54 62,54
66,54 80,54
84,54 104,54
108,54 116,54
120,54 149,54
0,55 11,55
15,55 62,55
66,55 80,55
84,55 104,55
108,55 116,55
120,55 149,55
0,56 11,56
15,56 62,56
66,56 80,56
84,56 104,56
108,56 116,56
120,56 149,56
0,57 11,57
54,57 62,57
66,57 80,57
84,57 104,57
144,57 149,57
0,58 11,58
54,58 62,58
66,58 80,58
84,58 104,58
144,58 149,58
0,59 11,59
54,59 62,59
66,59 80,59
84,59 104,59
144,59 149,59
0,60 50,60
54,60 62,60
66,60 80,60
84,60 116,60
120,60 140,60
144,60 149,60
0,61 50,61
54,61 62,61
66,61 80,61
84,61 116,61
120,61 140,61
144,61 149,61
0,62 50,62
54,62 62,62
66,62 80,62
84,62 116,62
120,62 140,62
144,62 149,62
0,63 50,63
54,63 62,63
66,63 80,63
84,63 116,63
120,63 140,63
144,63 149,63
0,64 50,64
54,64 62,64
66,64 80,64
84,64 116,64
120,64 140,64
144,64 149,64
0,65 50,65
54,65 62,65
66,65 80,65
84,65 116,65
120,65 140,65
144,65 149,65
0,66 50,66
54,66 62,66
66,66 80,66
84,66 116,66
120,66 140,66
144,66 149,66
0,67 50,67
54,67 62,67
66,67 80,67
84,67 116,67
120,67 140,67
144,67 149,67
0,68 50,68
54,68 62,68
66,68 80,68
84,68 116,68
120,68 140,68
144,68 149,68
0,69 5,69
33,69 50,69
54,69 62,69
66,69 80,69
84,69 95,69
135,69 140,69
144,69 149,69
0,70 5,70
33,70 50,70
54,70 62,70
66,70 80,70
84,70 95,70
135,70 140,70
144,70 149,70
0,71 5,71
33,71 50,71
54,71 62,71
66,71 80,71
84,71 95,71
135,71 140,71
144,71 149,71
0,72 5,72
9,72 29,72
33,72 50,72
54,72 62,72
66,72 80,72
84,72 95,72
99,72 116,72
120,72 131,72
135,72 140,72
144,72 149,72
0,73 5,73
9,73 29,73
33,73 50,73
54,73 62,73
66,73 80,73
84,73 95,73
99,73 116,73
120,73 131,73
135,73 140,73
144,73 149,73
0,74 5,74
9,74 29,74
33,74 50,74
54,74 62,74
66,74 80,74
84,74 95,74
99,74 116,74
120,74 131,74
135,74 140,74
144,74 149,74
0,75 5,75
9,75 29,75
33,75 50,75
54,75 62,75
66,75 80,75
84,75 95,75
99,75 116,75
120,75 131,75
135,75 140,75
144,75 149,75
0,76 5,76
9,76 29,76
33,76 50,76
54,76 62,76
66,76 80,76
84,76 95,76
99,76 116,76
120,76 131,76
135,76 140,76
144,76 149,76
0,77 5,77
9,77 29,77
33,77 50,77
54,77 62,77
66,77 80,77
84,77 95,77
99,77 116,77
120,77 131,77
135,77 140,77
144,77 149,77
0,78 5,78
9,78 29,78
33,78 50,78
54,78 62,78
66,78 80,78
84,78 95,78
99,78 116,78
120,78 131,78
135,78 140,78
144,78 149,78
0,79 5,79
9,79 29,79
33,79 50,79
54,79 62,79
66,79 80,79
84,79 95,79
99,79 116,79
120,79 131,79
135,79 140,79
144,79 149,79
0,80 5,80
9,80 29,80
33,80 50,80
54,80 62,80
66,80 80,80
84,80 95,80
99,80 116,80
120,80 131,80
135,80 140,80
144,80 149,80
0,81 5,81
9,81 29,81
33,81 50,81
54,81 62,81
66,81 80,81
84,81 95,81
99,81 116,81
120,81 131,81
135,81 140,81
144,81 149,81
0,82 5,82
9,82 29,82
33,82 50,82
54,82 62,82
66,82 80,82
84,82 95,82
99,82 116,82
120,82 131,82
135,82 140,82
144,82 149,82
0,83 5,83
9,83 29,83
33,83 50,83
54,83 62,83
66,83 80,83
84,83 95,83
99,83 116,83
120,83 131,83
135,83 140,83
144,83 149,83
0,84 5,84
9,84 29,84
33,84 50,84
54,84 62,84
66,84 80,84
84,84 95,84
99,84 116,84
120,84 131,84
135,84 140,84
144,84 149,84
0,85 5,85
9,85 29,85
33,85 50,85
54,85 62,85
66,85 80,85
84,85 95,85
99,85 116,85
120,85 131,85
135,85 140,85
144,85 149,85
0,86 5,86
9,86 29,86
33,86 50,86
54,86 62,86
66,86 80,86
84,86 95,86
99,86 116,86
120,86 131,86
135,86 140,86
144,86 149,86
0,87 5,87
21,87 29,87
33,87 50,87
54,87 62,87
66,87 80,87
84,87 95,87
99,87 116,87
120,87 131,87
135,87 140,87
144,87 149,87
0,88 5,88
21,88 29,88
33,88 50,88
54,88 62,88
66,88 80,88
84,88 95,88
99,88 116,88
120,88 131,88
135,88 140,88
144,88 149,88
0,89 5,89
21,89 29,89
33,89 50,89
54,89 62,89
66,89 80,89
84,89 95,89
99,89 116,89
120,89 131,89
135,89 140,89
144,89 149,89
0,90 17,90
21,90 29,90
33,90 50,90
54,90 62,90
66,90 80,90
84,90 95,90
99,90 116,90
120,90 131,90
135,90 140,90
144,90 149,90
0,91 17,91
21,91 29,91
33,91 50,91
54,91 62,91
66,91 80,91
84,91 95,91
99,91 116,91
120,91 131,91
135,91 140,91
144,91 149,91
0,92 17,92
21,92 29,92
33,92 50,92
54,92 62,92
66,92 80,92
84,92 95,92
99,92 116,92
120,92 131,92
135,92 140,92
144,92 149,92
0,93 17,93
21,93 29,93
54,93 62,93
84,93 95,93
99,93 116,93
120,93 131,93
135,93 140,93
144,93 149,93
0,94 17,94
21,94 29,94
54,94 62,94
84,94 95,94
99,94 116,94
120,94 131,94
135,94 140,94
144,94 149,94
0,95 17,95
21,95 29,95
54,95 62,95
84,95 95,95
99,95 116,95
120,95 131,95
135,95 140,95
144,95 149,95
0,96 17,96
21,96 95,96
120,96 131,96
135,96 140,96
144,96 149,96
0,97 17,97
21,97 95,97
120,97 131,97
135,97 140,97
144,97 149,97
0,98 17,98
21,98 95,98
120,98 131,98
135,98 140,98
144,98 149,98
0,99 17,99
21,99 131,99
135,99 140,99
144,99 149,99
0,100 17,100
21,100 131,100
135,100 140,100
144,100 149,100
0,101 17,101
21,101 131,101
135,101 140,101
144,101 149,101
0,102 17,102
21,102 131,102
144,102 149,102
0,103 17,103
21,103 131,103
144,103 149,103
0,104 17,104
21,104 131,104
144,104 149,104
0,105 17,105
21,105 149,105
0,106 17,106
21,106 149,106
0,107 17,107
21,107 149,107
0,108 17,108
57,108 149,108
0,109 17,109
57,109 149,109
0,110 17,110
57,110 149,110
0,111 53,111
57,111 149,111
0,112 53,112
57,112 149,112
0,113 53,113
57,113 149,113
0,114 53,114
57,114 149,114
0,115 53,115
57,115 149,115
0,116 53,116
57,116 149,116
0,117 53,117
57,117 149,117
0,118 53,118
57,118 149,118
0,119 53,119
57,119 149,119
0,120 53,120
57,120 149,120
0,121 53,121
57,121 149,121
0,122 53,122
57,122 149,122
0,123 8,123
42,123 53,123
57,123 149,123
0,124 8,124
42,124 53,124
57,124 149,124
0,125 8,125
42,125 53,125
57,125 149,125
0,126 8,126
12,126 38,126
42,126 53,126
57,126 149,126
0,127 8,127
12,127 38,127
42,127 53,127
57,127 149,127
0,128 8,128
12,128 38,128
42,128 53,128
57,128 149,128
0,129 8,129
12,129 38,129
42,129 53,129
57,129 149,129
0,130 8,130
12,130 38,130
42,130 53,130
57,130 149,130
0,131 8,131
12,131 38,131
42,131 53,131
57,131 149,131
0,132 8,132
12,132 38,132
42,132 53,132
57,132 149,132
0,133 8,133
12,133 38,133
42,133 53,133
57,133 149,133
0,134 8,134
12,134 38,134
42,134 53,134
57,134 149,134
0,135 8,135
12,135 38,135
42,135 53,135
57,135 149,135
0,136 8,136
12,136 38,136
42,136 53,136
57,136 149,136
0,137 8,137
12,137 38,137
42,137 53,137
57,137 149,137
0,138 8,138
12,138 38,138
57,138 149,138
0,139 8,139
12,139 38,139
57,139 149,139
0,140 8,140
12,140 38,140
57,140 149,140
0,141 8,141
12,141 149,141
0,142 8,142
12,142 149,142
0,143 8,143
12,143 149,143
0,144 8,144
12,144 149,144
0,145 8,145
12,145 149,145
0,146 8,146
12,146 149,146
30,147 149,147
30,148 149,148
30,149 149,149
0,0 0,146
1,0 1,146
2,0 2,146
3,0 3,146
4,0 4,146
5,0 5,146
6,0 6,68
6,90 6,146
7,0 7,68
7,90 7,146
8,0 8,68
8,90 8,146
9,0 9,68
9,72 9,86
9,90 9,122
10,0 10,68
10,72 10,86
10,90 10,122
11,0 11,68
11,72 11,86
11,90 11,122
12,0 12,32
12,60 12,68
12,72 12,86
12,90 12,122
12,126 12,146
13,0 13,32
13,60 13,68
13,72 13,86
13,90 13,122
13,126 13,146
14,0 14,32
14,60 14,68
14,72 14,86
14,90 14,122
14,126 14,146
15,0 15,32
15,36 15,56
15,60 15,68
15,72 15,86
15,90 15,122
15,126 15,146
16,0 16,32
16,36 16,56
16,60 16,68
16,72 16,86
16,90 16,122
16,126 16,146
17,0 17,32
17,36 17,56
17,60 17,68
17,72 17,86
17,90 17,122
17,126 17,146
18,0 18,32
18,36 18,56
18,60 18,68
18,72 18,86
18,111 18,122
18,126 18,146
19,0 19,32
19,36 19,56
19,60 19,68
19,72 19,86
19,111 19,122
19,126 19,146
20,0 20,32
20,36 20,56
20,60 20,68
20,72 20,86
20,111 20,122
20,126 20,146
21,0 21,32
21,36 21,56
21,60 21,68
21,72 21,107
21,111 21,122
21,126 21,146
22,0 22,32
22,36 22,56
22,60 22,68
22,72 22,107
22,111 22,122
22,126 22,146
23,0 23,32
23,36 23,56
23,60 23,68
23,72 23,107
23,111 23,122
23,126 23,146
24,0 24,17
24,30 24,32
24,51 24,56
24,60 24,68
24,72 24,107
24,111 24,122
24,126 24,146
25,0 25,17
25,30 25,32
25,51 25,56
25,60 25,68
25,72 25,107
25,111 25,122
25,126 25,146
26,0 26,17
26,30 26,32
26,51 26,56
26,60 26,68
26,72 26,107
26,111 26,122
26,126 26,146
27,0 27,17
27,21 27,26
27,30 27,47
27,51 27,56
27,60 27,68
27,72 27,107
27,111 27,122
27,126 27,146
28,0 28,17
28,21 28,26
28,30 28,47
28,51 28,56
28,60 28,68
28,72 28,107
28,111 28,122
28,126 28,146
29,0 29,17
29,21 29,26
29,30 29,47
29,51 29,56
29,60 29,68
29,72 29,107
29,111 29,122
29,126 29,146
30,0 30,17
30,21 30,26
30,30 30,47
30,51 30,56
30,60 30,68
30,96 30,107
30,111 30,122
30,126 30,149
31,0 31,17
31,21 31,26
31,30 31,47
31,51 31,56
31,60 31,68
31,96 31,107
31,111 31,122
31,126 31,149
32,0 32,17
32,21 32,26
32,30 32,47
32,51 32,56
32,60 32,68
32,96 32,107
32,111 32,122
32,126 32,149
33,0 33,17
33,21 33,26
33,30 33,47
33,51 33,56
33,60 33,92
33,96 33,107
33,111 33,122
33,126 33,149
34,0 34,17
34,21 34,26
34,30 34,47
34,51 34,56
34,60 34,92
34,96 34,107
34,111 34,122
34,126 34,149
35,0 35,17
35,21 35,26
35,30 35,47
35,51 35,56
35,60 35,92
35,96 35,107
35,111 35,122
35,126 35,149
36,0 36,17
36,21 36,26
36,51 36,56
36,60 36,92
36,96 36,107
36,111 36,122
36,126 36,149
37,0 37,17
37,21 37,26
37,51 37,56
37,60 37,92
37,96 37,107
37,111 37,122
37,126 37,149
38,0 38,17
38,21 38,26
38,51 38,56
38,60 38,92
38,96 38,107
38,111 38,122
38,126 38,149
39,0 39,17
39,21 39,56
39,60 39,92
39,96 39,107
39,111 39,122
39,141 39,149
40,0 40,17
40,21 40,56
40,60 40,92
40,96 40,107
40,111 40,122
40,141 40,149
41,0 41,17
41,21 41,56
41,60 41,92
41,96 41,107
41,111 41,122
41,141 41,149
42,0 42,17
42,21 42,56
42,60 42,92
42,96 42,107
42,111 42,137
42,141 42,149
43,0 43,17
43,21 43,56
43,60 43,92
43,96 43,107
43,111 43,137
43,141 43,149
44,0 44,17
44,21 44,56
44,60 44,92
44,96 44,107
44,111 44,137
44,141 44,149
45,0 45,17
45,21 45,56
45,60 45,92
45,96 45,107
45,111 45,137
45,141 45,149
46,0 46,17
46,21 46,56
46,60 46,92
46,96 46,107
46,111 46,137
46,141 46,149
47,0 47,17
47,21 47,56
47,60 47,92
47,96 47,107
47,111 47,137
47,141 47,149
48,0 48,17
48,21 48,56
48,60 48,92
48,96 48,107
48,111 48,137
48,141 48,149
49,0 49,17
49,21 49,56
49,60 49,92
49,96 49,107
49,111 49,137
49,141 49,149
50,0 50,17
50,21 50,56
50,60 50,92
50,96 50,107
50,111 50,137
50,141 50,149
51,0 51,17
51,21 51,56
51,96 51,107
51,111 51,137
51,141 51,149
52,0 52,17
52,21 52,56
52,96 52,107
52,111 52,137
52,141 52,149
53,0 53,17
53,21 53,56
53,96 53,107
53,111 53,137
53,141 53,149
54,0 54,17
54,45 54,107
54,141 54,149
55,0 55,17
55,45 55,107
55,141 55,149
56,0 56,17
56,45 56,107
56,141 56,149
57,0 57,41
57,45 57,149
58,0 58,41
58,45 58,149
59,0 59,41
59,45 59,149
60,0 60,41
60,45 60,149
61,0 61,41
61,45 61,149
62,0 62,41
62,45 62,149
63,0 63,41
63,96 63,149
64,0 64,41
64,96 64,149
65,0 65,41
65,96 65,149
66,0 66,8
66,30 66,92
66,96 66,149
67,0 67,8
67,30 67,92
67,96 67,149
68,0 68,8
68,30 68,92
68,96 68,149
69,0 69,8
69,12 69,26
69,30 69,92
69,96 69,149
70,0 70,8
70,12 70,26
70,30 70,92
70,96 70,149
71,0 71,8
71,12 71,26
71,30 71,92
71,96 71,149
72,0 72,8
72,12 72,26
72,30 72,92
72,96 72,149
73,0 73,8
73,12 73,26
73,30 73,92
73,96 73,149
74,0 74,8
74,12 74,26
74,30 74,92
74,96 74,149
75,0 75,8
75,12 75,26
75,30 75,92
75,96 75,149
76,0 76,8
76,12 76,26
76,30 76,92
76,96 76,149
77,0 77,8
77,12 77,26
77,30 77,92
77,96 77,149
78,0 78,8
78,12 78,26
78,54 78,92
78,96 78,149
79,0 79,8
79,12 79,26
79,54 79,92
79,96 79,149
80,0 80,8
80,12 80,26
80,54 80,92
80,96 80,149
81,0 81,8
81,12 81,50
81,96 81,149
82,0 82,8
82,12 82,50
82,96 82,149
83,0 83,8
83,12 83,50
83,96 83,149
84,0 84,8
84,12 84,149
85,0 85,8
85,12 85,149
86,0 86,8
86,12 86,149
87,0 87,8
87,12 87,149
88,0 88,8
88,12 88,149
89,0 89,8
89,12 89,149
90,0 90,8
90,12 90,149
91,0 91,8
91,12 91,149
92,0 92,8
92,12 92,149
93,0 93,8
93,45 93,149
94,0 94,8
94,45 94,149
95,0 95,8
95,45 95,149
96,0 96,41
96,45 96,68
96,99 96,149
97,0 97,41
97,45 97,68
97,99 97,149
98,0 98,41
98,45 98,68
98,99 98,149
99,0 99,41
99,45 99,68
99,72 99,95
99,99 99,149
100,0 100,41
100,45 100,68
100,72 100,95
100,99 100,149
101,0 101,41
101,45 101,68
101,72 101,95
101,99 101,149
102,0 102,41
102,45 102,68
102,72 102,95
102,99 102,149
103,0 103,41
103,45 103,68
103,72 103,95
103,99 103,149
104,0 104,41
104,45 104,68
104,72 104,95
104,99 104,149
105,0 105,11
105,60 105,68
105,72 105,95
105,99 105,149
106,0 106,11
106,60 106,68
106,72 106,95
106,99 106,149
107,0 107,11
107,60 107,68
107,72 107,95
107,99 107,149
108,0 108,11
108,15 108,41
108,45 108,56
108,60 108,68
108,72 108,95
108,99 108,149
109,0 109,11
109,15 109,41
109,45 109,56
109,60 109,68
109,72 109,95
109,99 109,149
110,0 110,11
110,15 110,41
110,45 110,56
110,60 110,68
110,72 110,95
110,99 110,149
111,0 111,11
111,15 111,41
111,45 111,56
111,60 111,68
111,72 111,95
111,99 111,149
112,0 112,11
112,15 112,41
112,45 112,56
112,60 112,68
112,72 112,95
112,99 112,149
113,0 113,11
113,15 113,41
113,45 113,56
113,60 113,68
113,72 113,95
113,99 113,149
114,0 114,11
114,15 114,41
114,45 114,56
114,60 114,68
114,72 114,95
114,99 114,149
115,0 115,11
115,15 115,41
115,45 115,56
115,60 115,68
115,72 115,95
115,99 115,149
116,0 116,11
116,15 116,41
116,45 116,56
116,60 116,68
116,72 116,95
116,99 116,149
117,0 117,11
117,15 117,41
117,99 117,149
118,0 118,11
118,15 118,41
118,99 118,149
119,0 119,11
119,15 119,41
119,99 119,149
120,0 120,11
120,15 120,56
120,60 120,68
120,72 120,149
121,0 121,11
121,15 121,56
121,60 121,68
121,72 121,149
122,0 122,11
122,15 122,56
122,60 122,68
122,72 122,149
123,0 123,11
123,15 123,56
123,60 123,68
123,72 123,149
124,0 124,11
124,15 124,56
124,60 124,68
124,72 124,149
125,0 125,11
125,15 125,56
125,60 125,68
125,72 125,149
126,0 126,11
126,39 126,56
126,60 126,68
126,72 126,149
127,0 127,11
127,39 127,56
127,60 127,68
127,72 127,149
128,0 128,11
128,39 128,56
128,60 128,68
128,72 128,149
129,0 129,35
129,39 129,56
129,60 129,68
129,72 129,149
130,0 130,35
130,39 130,56
130,60 130,68
130,72 130,149
131,0 131,35
131,39 131,56
131,60 131,68
131,72 131,149
132,0 132,35
132,39 132,56
132,60 132,68
132,105 132,149
133,0 133,35
133,39 133,56
133,60 133,68
133,105 133,149
134,0 134,35
134,39 134,56
134,60 134,68
134,105 134,149
135,0 135,35
135,39 135,56
135,60 135,101
135,105 135,149
136,0 136,35
136,39 136,56
136,60 136,101
136,105 136,149
137,0 137,35
137,39 137,56
137,60 137,101
137,105 137,149
138,0 138,2
138,39 138,56
138,60 138,101
138,105 138,149
139,0 139,2
139,39 139,56
139,60 139,101
139,105 139,149
140,0 140,2
140,39 140,56
140,60 140,101
140,105 140,149
141,0 141,2
141,9 141,56
141,105 141,149
142,0 142,2
142,9 142,56
142,105 142,149
143,0 143,2
143,9 143,56
143,105 143,149
144,0 144,2
144,9 144,149
145,0 145,2
145,9 145,149
146,0 146,2
146,9 146,149
147,0 147,149
148,0 148,149
149,0 149,149
